y_test,y_pred,y_pred_proba
0,0,0.372339109466778
0,1,0.5
0,0,0.4409267125670345
0,0,0.49472432043796916
0,0,0.28528312913647874
0,0,0.342179134920344
0,0,0.2748464943514111
0,0,0.358357540846758
0,0,0.23889020290462903
0,0,0.30925809032101526
0,0,0.31117643376611664
0,0,0.36935291780416557
0,0,0.30925809032101526
0,0,0.30925809032101526
0,0,0.3630873497423273
0,0,0.27368630609141964
0,0,0.2789360038084155
0,0,0.2754002661506865
0,0,0.30925809032101526
0,0,0.2926706405298111
0,0,0.266583726066021
0,0,0.4554342799434816
0,0,0.30925809032101526
0,0,0.37460639161218756
0,0,0.3176903791423359
0,0,0.33992334334667623
0,0,0.3560121697391366
0,0,0.29843681573098807
0,0,0.2687311650715866
0,0,0.351311653423661
0,0,0.30925809032101526
0,0,0.2095650356923579
0,0,0.22157403363555095
0,1,0.5319841581362348
0,0,0.28389152122338723
0,0,0.16277714235534335
0,0,0.30925809032101526
0,0,0.45045676838524024
0,0,0.30925809032101526
0,0,0.2752743539938036
0,0,0.46219903492681325
0,0,0.400690973114398
0,0,0.279235998112068
0,0,0.32124965255417187
0,0,0.40107270026446773
0,0,0.35426822156119525
0,0,0.4183741139611174
0,0,0.31909451602811856
0,0,0.2951982294379199
0,0,0.3801256192308423
0,0,0.30925809032101526
0,1,0.5141732012878645
0,0,0.27461907601332597
0,0,0.2749494223461861
0,0,0.24001233967589616
0,0,0.387018739181938
0,0,0.28840387045245774
0,0,0.34007705642146535
0,0,0.23920389192910813
0,0,0.3709514288035927
0,0,0.3551541644280136
0,0,0.3116932204567673
0,0,0.34209132771567163
0,0,0.2762870291814953
0,0,0.30925809032101526
0,0,0.30925809032101526
0,0,0.31640495292215604
0,0,0.30925809032101526
0,0,0.30925809032101526
0,0,0.30925809032101526
0,0,0.2876678124328134
0,0,0.30925809032101526
0,0,0.28462786419371544
0,0,0.381245528835383
0,0,0.25753208432226005
0,0,0.2948042480040637
0,0,0.3332745757089916
0,0,0.2974806022210469
0,0,0.3496210506372549
0,0,0.206899669821594
0,0,0.30372344359428904
0,0,0.2902332154510349
0,0,0.3466092876652058
0,0,0.3768555432578376
0,0,0.2796455459520564
0,0,0.4285661846841893
0,0,0.30925809032101526
0,0,0.29129144817501046
0,0,0.4518504589908347
0,0,0.3394017455249309
0,0,0.4765380443487044
0,0,0.33863203857315854
0,1,0.514224713459558
0,0,0.3509442535533325
0,0,0.3073707275117698
0,0,0.2878555589165123
0,0,0.26389629915580276
0,0,0.29404778090633676
0,0,0.30925809032101526
0,0,0.2996142846243194
0,0,0.28182218902373496
0,0,0.4300379719030071
0,0,0.3117822413265793
0,0,0.48865230231547113
0,0,0.36814663809601145
0,0,0.30925809032101526
0,0,0.27930467163232536
0,0,0.30925809032101526
0,0,0.35627874671322063
0,0,0.3137235457574331
0,0,0.30925809032101526
0,0,0.3665003215851519
0,0,0.3590525793584149
0,0,0.40978785562150416
0,0,0.3864669938214308
0,0,0.44606875471092755
0,0,0.2883894155111257
