y_test,y_pred,y_pred_proba1,y_pred_proba2
1,1,0.15775346039283883,0.8422465396071612
0,1,0.3422274491758476,0.6577725508241523
0,1,0.3796467555574728,0.6203532444425272
1,1,0.15422292272727808,0.845777077272722
1,1,0.2426208650059929,0.757379134994007
1,0,0.6660907612480386,0.3339092387519615
1,1,0.272079933972622,0.727920066027378
1,1,0.2699749242992959,0.7300250757007044
1,1,0.05608407098349354,0.9439159290165066
0,0,0.9848041008072644,0.015195899192735413
1,1,0.35027682879561295,0.6497231712043869
1,1,0.11115224484885868,0.8888477551511414
0,1,0.3301100523976502,0.66988994760235
1,1,0.25788411164885466,0.7421158883511455
0,0,0.9399427963081868,0.06005720369181321
0,0,0.5760877606590952,0.4239122393409047
0,0,0.6330960752394319,0.366903924760568
1,0,0.6776196094363559,0.32238039056364404
0,0,0.5121212338120773,0.4878787661879227
0,0,0.8834407555428975,0.11655924445710247
1,1,0.05129166589970688,0.9487083341002931
1,1,0.08190545047160198,0.9180945495283979
1,0,0.6597445880016938,0.34025541199830606
1,0,0.6967596034129748,0.30324039658702495
0,1,0.17538259719210134,0.8246174028078985
0,1,0.4006304745779441,0.5993695254220561
1,1,0.23054329793948358,0.7694567020605165
1,0,0.8244797833180435,0.17552021668195658
1,0,0.614793387992454,0.3852066120075462
0,1,0.3329687745476936,0.6670312254523064
1,1,0.10463434576720779,0.8953656542327922
1,1,0.4672639678719923,0.5327360321280078
1,1,0.023626329477388516,0.9763736705226114
0,0,0.9641599432404164,0.03584005675958373
1,1,0.2847154125864275,0.7152845874135725
0,0,0.9090958874067093,0.0909041125932907
1,1,0.4164712319066959,0.5835287680933041
0,1,0.22772327459384606,0.7722767254061539
0,0,0.7142474798513694,0.2857525201486306
0,0,0.9877730504786363,0.012226949521363668
0,1,0.04224695398300151,0.9577530460169986
1,1,0.09453228594765037,0.9054677140523496
1,1,0.4809623272044761,0.5190376727955239
1,1,0.4915396388155704,0.5084603611844295
1,1,0.26342205869696517,0.7365779413030348
0,0,0.5866736315330862,0.4133263684669138
1,0,0.5765776692761682,0.4234223307238319
1,0,0.7183710828990172,0.281628917100983
0,1,0.49240974832276674,0.5075902516772332
0,0,0.8490992740010194,0.15090072599898063
0,0,0.9021397809078825,0.0978602190921175
1,1,0.04837382724462573,0.9516261727553742
0,0,0.50561325903963,0.4943867409603701
1,1,0.3894735698538834,0.6105264301461166
0,0,0.7959620287872813,0.20403797121271874
0,1,0.40699727979814215,0.593002720201858
1,1,0.33055451749684933,0.6694454825031505
1,1,0.20857874195596468,0.7914212580440354
1,1,0.04880496106278855,0.9511950389372115
0,1,0.12224458581646347,0.8777554141835365
0,0,0.570119808090014,0.4298801919099861
0,0,0.5164841905163197,0.48351580948368034
0,0,0.5195918095213965,0.48040819047860334
0,0,0.8378499233470841,0.16215007665291595
0,0,0.6955915379757235,0.3044084620242767
0,0,0.6056776460822333,0.39432235391776677
0,0,0.970040442478398,0.029959557521602016
1,1,0.20448548765499025,0.7955145123450099
1,1,0.14658250101585074,0.8534174989841492
0,0,0.8061626320071389,0.1938373679928612
0,0,0.9018034148543839,0.09819658514561619
1,1,0.2010320988598152,0.7989679011401849
0,0,0.5534851137777299,0.4465148862222702
0,1,0.11781527852601244,0.8821847214739877
0,0,0.9144448746781658,0.08555512532183403
1,1,0.2309178902693485,0.7690821097306516
1,0,0.6322367316923332,0.3677632683076668
0,0,0.8663175047079077,0.13368249529209236
1,0,0.6296475616200039,0.37035243837999604
0,0,0.8675257418117603,0.13247425818823957
0,0,0.9893418839965133,0.010658116003486632
1,1,0.4206583356968621,0.5793416643031378
0,0,0.6178659436389776,0.38213405636102227
1,1,0.11446584667261203,0.8855341533273879
1,1,0.17022580052269493,0.829774199477305
1,1,0.26914227007334734,0.7308577299266528
0,0,0.7912476521407722,0.2087523478592278
0,0,0.9335559202472016,0.06644407975279841
1,1,0.10908344390060337,0.8909165560993967
1,1,0.25261324196874596,0.7473867580312541
1,1,0.2697047726276208,0.7302952273723793
0,0,0.5054546072345982,0.4945453927654017
0,0,0.9713598248740631,0.02864017512593685
0,0,0.9887941023880739,0.011205897611926238
0,0,0.9905308677296453,0.009469132270354773
0,1,0.4178608014397651,0.582139198560235
1,1,0.23659144023008916,0.7634085597699108
0,0,0.952504178514189,0.04749582148581111
0,1,0.3986520106745407,0.6013479893254594
0,0,0.9226670702522849,0.07733292974771494
1,0,0.893363323550223,0.10663667644977719
0,1,0.48750929055991604,0.5124907094400839
0,0,0.5151119782161813,0.4848880217838187
0,0,0.9567181153870462,0.043281884612953694
0,0,0.6517526262550781,0.3482473737449219
1,1,0.2901332111416872,0.7098667888583127
0,0,0.8518773431222304,0.14812265687777
0,1,0.4821483151106649,0.517851684889335
0,1,0.27539487776605776,0.7246051222339421
0,0,0.6367892428077959,0.3632107571922041
1,0,0.6562252986140159,0.3437747013859842
1,1,0.23753135394214586,0.7624686460578542
0,0,0.7652893234114213,0.2347106765885788
1,1,0.20827506279691568,0.7917249372030843
1,1,9.292412156912971e-06,0.9999907075878431
0,0,0.9952434344314746,0.004756565568525335
0,0,0.8821168662388585,0.1178831337611414
1,1,0.28782301202383154,0.7121769879761685
0,0,0.7398672427903955,0.26013275720960455
0,1,0.4056065237111099,0.5943934762888904
0,0,0.7374848212711204,0.2625151787288796
0,0,0.8683656826134523,0.1316343173865476
0,1,0.2614645605747711,0.738535439425229
0,1,0.365736066024336,0.6342639339756639
0,0,0.944852280656615,0.055147719343384964
0,0,0.7646685492113182,0.23533145078868195
0,0,0.8607855459205279,0.13921445407947203
1,1,0.1985249079593236,0.8014750920406766
0,1,0.26717388260296676,0.7328261173970332
0,0,0.9682779129856545,0.031722087014345486
0,0,0.7675423504099078,0.2324576495900923
1,0,0.7901526951362422,0.20984730486375763
0,0,0.5425190255162043,0.4574809744837957
0,0,0.9153663991653029,0.08463360083469725
0,0,0.8953488605042821,0.10465113949571811
0,0,0.937930577291165,0.06206942270883486
1,0,0.5,0.5
0,0,0.5684655137937467,0.43153448620625334
0,1,0.2633001513631724,0.7366998486368274
1,0,0.5177313050117497,0.48226869498825037
0,1,0.31168937053295964,0.6883106294670405
0,1,0.3192993920235267,0.6807006079764734
1,1,0.19356855328286876,0.8064314467171311
0,0,0.8793269724493197,0.12067302755068025
1,1,0.3250257013878419,0.6749742986121581
0,0,0.8272672188683629,0.17273278113163715
1,1,0.33502041391762266,0.6649795860823772
