y_test,y_pred,y_pred_proba1,y_pred_proba2
0,0,0.8037769588828275,0.19622304111717237
1,1,0.15664787058678703,0.843352129413213
0,0,0.9367188956982107,0.0632811043017895
0,1,0.3456613619648095,0.6543386380351908
0,0,0.9398611852461468,0.0601388147538533
0,0,0.8177219560334101,0.18227804396658995
0,0,0.9134019555821051,0.08659804441789476
0,1,0.4080248362503989,0.591975163749601
0,0,0.9025677080369243,0.09743229196307569
1,1,4.852266281417394e-06,0.9999951477337186
0,1,0.029527798559721274,0.9704722014402787
0,1,0.027196145036461096,0.9728038549635389
0,0,0.874459423140859,0.1255405768591411
0,0,0.5083247364515364,0.49167526354846364
0,0,0.935935955103836,0.06406404489616399
0,0,0.756879198333697,0.24312080166630304
0,1,0.28797004946295396,0.7120299505370461
0,0,0.862434986137322,0.13756501386267816
0,0,0.9233522232095221,0.07664777679047778
0,0,0.8461675900972424,0.1538324099027576
0,0,0.9445270649006186,0.055472935099381414
0,0,0.834565795584787,0.16543420441521264
0,0,0.9831857593307758,0.016814240669224347
0,0,0.7384320378457229,0.2615679621542773
0,1,0.4395086637898764,0.5604913362101237
0,0,0.8870378979853218,0.11296210201467823
0,0,0.7526015066235348,0.2473984933764653
0,0,0.8766065688883776,0.12339343111162242
0,1,0.008539735990822665,0.9914602640091775
1,1,0.3011827047590142,0.6988172952409856
0,0,0.7406353660171396,0.2593646339828605
0,1,0.08871735862708652,0.9112826413729136
0,0,0.9240866610512392,0.07591333894876068
0,0,0.8638939574484624,0.13610604255153752
0,0,0.816766936277457,0.18323306372254305
0,0,0.830194430879032,0.16980556912096825
0,0,0.9295592824946045,0.07044071750539556
0,0,0.8344895026169308,0.1655104973830692
0,1,0.33176985960635086,0.6682301403936491
0,0,0.7518307693307203,0.2481692306692795
1,1,0.4588733686434315,0.5411266313565686
0,0,0.8118064872171586,0.18819351278284135
0,0,0.9271712154708668,0.07282878452913331
0,0,0.9477475687966438,0.05225243120335622
0,0,0.9704988302823169,0.029501169717683212
0,1,0.4390578928159139,0.5609421071840861
0,0,0.8719510716654367,0.12804892833456336
0,0,0.7856103751830747,0.21438962481692522
0,0,0.9505512228051535,0.049448777194846555
0,0,0.9154254466549685,0.08457455334503136
0,0,0.8306772692231,0.16932273077690008
0,0,0.9773849497264862,0.022615050273513963
0,0,0.558003712729293,0.4419962872707069
0,0,0.8094128567754175,0.19058714322458234
0,0,0.956412737869714,0.043587262130285895
0,0,0.8243369921522725,0.17566300784772743
0,0,0.8067101276765819,0.19328987232341807
0,0,0.8769140171431389,0.12308598285686134
